4184.0 19.897972570065594 
4177.0 19.96088252832439 
4076.0 20.84490161001789 
4185.0 19.875551580202742 
4140.0 20.35020870602266 
4189.0 19.42444841979726 
4052.0 21.131127012522363 
4259.0 19.282707215265354 
4412.0 18.683482409063803 
4253.0 19.288729874776386 
4090.0 20.598628503279667 
4273.0 19.139773404889684 
4142.0 20.177817531305905 
4264.0 19.277400119260584 
4153.0 20.147346451997613 
4038.0 21.29767441860465 
4180.0 19.93118664281455 
4112.0 20.40572450805009 
4086.0 20.684615384615384 
4245.0 19.29016100178891 
4085.0 20.79350029815146 
4145.0 20.177757901013717 
4240.0 19.301013714967205 
4035.0 21.913059033989267 
4097.0 20.53422778771616 
4291.0 18.841562313655338 
4006.0 22.013834227787715 
4188.0 19.83536076326774 
4358.0 18.721884317233155 
4164.0 19.989624329159213 
4234.0 19.371675611210495 
4285.0 19.02659511031604 
4340.0 18.76690518783542 
4316.0 18.827906976744185 
4271.0 19.235002981514608 
